"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"01029","EAST OTIS, MA",,"H",135,"H",793,"H",4353,12,"EAST OTIS","MA","BERKSHIRE"
"01030","FEEDING HILLS, MA",,"G",966,"G",5454,"G",27750,183,"FEEDING HILLS","MA","HAMPDEN"
"01031","GILBERTVILLE, MA",,"G",72,"H",328,"G",1475,18,"GILBERTVILLE","MA","WORCESTER"
"01032","GOSHEN, MA",,"G",98,"G",752,"G",3392,22,"GOSHEN","MA","HAMPSHIRE"
"01033","GRANBY, MA",,"H",558,"G",3665,"G",18444,118,"GRANBY","MA","HAMPSHIRE"
"01034","GRANVILLE, MA",,"G",75,"G",637,"G",3481,29,"GRANVILLE","MA","HAMPDEN"
"01035","HADLEY, MA",,"G",4542,"G",29564,"G",127318,285,"HADLEY","MA","HAMPSHIRE"
"01036","HAMPDEN, MA",,"G",621,"G",4206,"G",25094,117,"HAMPDEN","MA","HAMPDEN"
"01037","HARDWICK, MA","C","D",0,"D",0,"D",0,13,"HARDWICK","MA","WORCESTER"
"01038","HATFIELD, MA",,"G",1662,"H",16863,"H",71542,57,"HATFIELD","MA","HAMPSHIRE"
"01039","HAYDENVILLE, MA",,"H",252,"H",2009,"H",8324,35,"HAYDENVILLE","MA","HAMPSHIRE"
"01040","HOLYOKE, MA",,"G",16955,"G",153350,"G",625975,903,"HOLYOKE","MA","HAMPDEN"
"01041","HOLYOKE, MA",,"G",843,"G",5443,"G",23392,29,"HOLYOKE","MA","HAMPDEN"
"01050","HUNTINGTON, MA",,"G",151,"G",778,"G",3540,26,"HUNTINGTON","MA","HAMPSHIRE"
"01053","LEEDS, MA",,"H",1268,"H",14705,"H",56995,31,"LEEDS","MA","HAMPSHIRE"
"01054","LEVERETT, MA",,"G",106,"G",735,"G",3522,33,"LEVERETT","MA","FRANKLIN"
"01056","LUDLOW, MA",,"G",3776,"G",33443,"G",160007,403,"LUDLOW","MA","HAMPDEN"
"01057","MONSON, MA",,"G",823,"G",7125,"G",31719,148,"MONSON","MA","HAMPDEN"
"01059","NORTH AMHERST, MA",,"G",106,"H",865,"H",3795,13,"NORTH AMHERST","MA","HAMPSHIRE"
"01060","NORTHAMPTON, MA",,"G",11506,"G",104089,"G",434270,761,"NORTHAMPTON","MA","HAMPSHIRE"
"01061","NORTHAMPTON, MA",,"G",144,"G",1338,"G",5884,26,"NORTHAMPTON","MA","HAMPSHIRE"
"01062","FLORENCE, MA",,"G",1581,"G",13191,"G",53842,183,"FLORENCE","MA","HAMPSHIRE"
"01063","NORTHAMPTON, MA","H","D",0,"D",0,"D",0,2,"NORTHAMPTON","MA","HAMPSHIRE"
"01066","NORTH HATFIELD, MA","B","D",0,"D",0,"D",0,7,"NORTH HATFIELD","MA","HAMPSHIRE"
"01068","OAKHAM, MA",,"G",104,"G",977,"G",3869,29,"OAKHAM","MA","WORCESTER"
"01069","PALMER, MA",,"G",3365,"H",30837,"H",144045,261,"PALMER","MA","HAMPDEN"
"01070","PLAINFIELD, MA",,"H",42,"S",0,"H",1177,9,"PLAINFIELD","MA","HAMPSHIRE"
"01071","RUSSELL, MA",,"G",115,"G",852,"G",4329,23,"RUSSELL","MA","HAMPDEN"
"01072","SHUTESBURY, MA",,"H",77,"G",388,"H",1931,16,"SHUTESBURY","MA","FRANKLIN"
"01073","SOUTHAMPTON, MA",,"H",889,"H",5839,"H",26894,112,"SOUTHAMPTON","MA","HAMPSHIRE"
"01074","SOUTH BARRE, MA",,"G",65,"G",382,"G",1683,8,"SOUTH BARRE","MA","WORCESTER"
"01075","SOUTH HADLEY, MA",,"G",4508,"G",32987,"G",142165,301,"SOUTH HADLEY","MA","HAMPSHIRE"
"01077","SOUTHWICK, MA",,"G",1793,"G",13275,"G",61610,220,"SOUTHWICK","MA","HAMPDEN"
"01079","THORNDIKE, MA",,"G",42,"G",328,"G",1553,11,"THORNDIKE","MA","HAMPDEN"
"01080","THREE RIVERS, MA",,"G",325,"G",2300,"G",9840,42,"THREE RIVERS","MA","HAMPDEN"
"01081","WALES, MA",,"G",43,"G",266,"G",1293,12,"WALES","MA","HAMPDEN"
"01082","WARE, MA",,"H",2349,"H",21671,"H",88050,171,"WARE","MA","HAMPSHIRE"
"01083","WARREN, MA",,"G",958,"G",24350,"G",98175,41,"WARREN","MA","WORCESTER"
"01084","WEST CHESTERFIELD, MA","A","S",0,"S",0,"H",435,3,"WEST CHESTERFIELD","MA","HAMPSHIRE"
"01085","WESTFIELD, MA",,"G",12942,"G",116169,"G",498137,835,"WESTFIELD","MA","HAMPDEN"
"01086","WESTFIELD, MA","G","D",0,"D",0,"D",0,23,"WESTFIELD","MA","HAMPDEN"
"01088","WEST HATFIELD, MA",,"H",193,"G",1616,"H",6876,22,"WEST HATFIELD","MA","HAMPSHIRE"
"01089","WEST SPRINGFIELD, MA",,"G",15593,"G",131109,"G",559337,957,"WEST SPRINGFIELD","MA","HAMPDEN"
"01090","WEST SPRINGFIELD, MA",,"G",149,"G",1653,"G",8612,17,"WEST SPRINGFIELD","MA","HAMPDEN"
"01092","WEST WARREN, MA","B","D",0,"D",0,"D",0,22,"WEST WARREN","MA","WORCESTER"
"01093","WHATELY, MA",,"G",725,"G",6815,"G",27818,31,"WHATELY","MA","FRANKLIN"
"01094","WHEELWRIGHT, MA","A","D",0,"D",0,"D",0,3,"WHEELWRIGHT","MA","WORCESTER"
"01095","WILBRAHAM, MA",,"H",3529,"H",30167,"H",130538,307,"WILBRAHAM","MA","HAMPDEN"
"01096","WILLIAMSBURG, MA",,"G",266,"G",1329,"G",6482,43,"WILLIAMSBURG","MA","HAMPSHIRE"
"01098","WORTHINGTON, MA",,"G",114,"G",929,"G",4047,29,"WORTHINGTON","MA","HAMPSHIRE"
"01101","SPRINGFIELD, MA",,"G",1033,"G",8552,"H",35789,37,"SPRINGFIELD","MA","HAMPDEN"
"01102","SPRINGFIELD, MA","H","S",0,"H",37896,"H",162405,16,"SPRINGFIELD","MA","HAMPDEN"
"01103","SPRINGFIELD, MA",,"G",7104,"G",63206,"G",272527,528,"SPRINGFIELD","MA","HAMPDEN"
"01104","SPRINGFIELD, MA",,"G",15036,"G",163438,"G",735565,534,"SPRINGFIELD","MA","HAMPDEN"
"01105","SPRINGFIELD, MA",,"G",4743,"G",39655,"G",168785,259,"SPRINGFIELD","MA","HAMPDEN"
"01106","LONGMEADOW, MA",,"H",3298,"H",21916,"G",102235,261,"LONGMEADOW","MA","HAMPDEN"
"01107","SPRINGFIELD, MA",,"G",2229,"G",27988,"G",133173,149,"SPRINGFIELD","MA","HAMPDEN"
"01108","SPRINGFIELD, MA",,"G",2551,"G",15412,"G",66069,269,"SPRINGFIELD","MA","HAMPDEN"
"01109","SPRINGFIELD, MA",,"H",7217,"G",48594,"G",195611,312,"SPRINGFIELD","MA","HAMPDEN"
"01111","SPRINGFIELD, MA","H","D",0,"D",0,"D",0,10,"SPRINGFIELD","MA","HAMPDEN"
"01115","SPRINGFIELD, MA",,"G",931,"G",37384,"G",107413,57,"SPRINGFIELD","MA","HAMPDEN"
"01116","LONGMEADOW, MA","A","D",0,"D",0,"D",0,2,"LONGMEADOW","MA","HAMPDEN"
"01118","SPRINGFIELD, MA",,"G",1508,"G",10958,"G",48058,141,"SPRINGFIELD","MA","HAMPDEN"
"01119","SPRINGFIELD, MA",,"G",3612,"G",20286,"G",88159,138,"SPRINGFIELD","MA","HAMPDEN"
"01128","SPRINGFIELD, MA",,"G",867,"G",3457,"G",14464,50,"SPRINGFIELD","MA","HAMPDEN"
"01129","SPRINGFIELD, MA",,"G",2834,"G",15423,"G",62121,184,"SPRINGFIELD","MA","HAMPDEN"
"01138","SPRINGFIELD, MA","B","S",0,"H",70,"H",615,6,"SPRINGFIELD","MA","HAMPDEN"
"01139","SPRINGFIELD, MA","C","D",0,"D",0,"D",0,2,"SPRINGFIELD","MA","HAMPDEN"
"01144","SPRINGFIELD, MA",,"G",990,"G",17935,"G",68763,40,"SPRINGFIELD","MA","HAMPDEN"
"01151","INDIAN ORCHARD, MA",,"G",1483,"G",22921,"G",91685,127,"INDIAN ORCHARD","MA","HAMPDEN"
"01199","SPRINGFIELD, MA","I","D",0,"D",0,"D",0,2,"SPRINGFIELD","MA","HAMPDEN"
"01201","PITTSFIELD, MA",,"G",22570,"G",259183,"G",1030391,1289,"PITTSFIELD","MA","BERKSHIRE"
"01202","PITTSFIELD, MA",,"G",446,"G",4321,"G",19108,36,"PITTSFIELD","MA","BERKSHIRE"
"01203","PITTSFIELD, MA","A","D",0,"D",0,"D",0,1,"PITTSFIELD","MA","BERKSHIRE"
"01220","ADAMS, MA",,"G",1573,"G",13360,"G",53441,163,"ADAMS","MA","BERKSHIRE"
"01222","ASHLEY FALLS, MA",,"G",34,"H",217,"G",1202,12,"ASHLEY FALLS","MA","BERKSHIRE"
"01223","BECKET, MA",,"G",268,"G",1770,"G",11246,50,"BECKET","MA","BERKSHIRE"
"01224","BERKSHIRE, MA",,"H",32,"H",198,"H",1042,4,"BERKSHIRE","MA","BERKSHIRE"
"01225","CHESHIRE, MA",,"H",410,"H",2741,"H",13596,53,"CHESHIRE","MA","BERKSHIRE"
"01226","DALTON, MA",,"G",1697,"G",17199,"G",72625,126,"DALTON","MA","BERKSHIRE"
"01227","DALTON, MA",,"G",39,"G",216,"G",1306,5,"DALTON","MA","BERKSHIRE"
"01229","GLENDALE, MA","A","D",0,"D",0,"D",0,4,"GLENDALE","MA","BERKSHIRE"
"01230","GREAT BARRINGTON, MA",,"G",5125,"G",37856,"G",166894,432,"GREAT BARRINGTON","MA","BERKSHIRE"
"01235","HINSDALE, MA","C","S",0,"H",1244,"H",6394,47,"HINSDALE","MA","BERKSHIRE"
"01236","HOUSATONIC, MA",,"H",392,"H",2795,"H",12026,32,"HOUSATONIC","MA","BERKSHIRE"
"01237","LANESBORO, MA",,"G",2252,"G",9281,"G",38278,143,"LANESBORO","MA","BERKSHIRE"
"01238","LEE, MA",,"G",3234,"G",22933,"G",99399,289,"LEE","MA","BERKSHIRE"
"01240","LENOX, MA",,"G",3191,"G",21221,"G",97531,244,"LENOX","MA","BERKSHIRE"
"01242","LENOX DALE, MA","C","S",0,"G",696,"G",3434,19,"LENOX DALE","MA","BERKSHIRE"
"01243","MIDDLEFIELD, MA",,"G",30,"G",141,"G",640,5,"MIDDLEFIELD","MA","HAMPSHIRE"
"01244","MILL RIVER, MA","A","D",0,"D",0,"D",0,6,"MILL RIVER","MA","BERKSHIRE"
"01245","MONTEREY, MA",,"G",128,"G",1328,"G",6514,26,"MONTEREY","MA","BERKSHIRE"
"01247","NORTH ADAMS, MA",,"G",4281,"G",34503,"G",146455,345,"NORTH ADAMS","MA","BERKSHIRE"
"01252","NORTH EGREMONT, MA",,"G",5,"G",26,"G",336,5,"NORTH EGREMONT","MA","BERKSHIRE"
"01253","OTIS, MA",,"H",154,"G",745,"G",3415,29,"OTIS","MA","BERKSHIRE"
"01254","RICHMOND, MA",,"H",76,"G",649,"G",3165,34,"RICHMOND","MA","BERKSHIRE"
"01255","SANDISFIELD, MA",,"G",116,"G",925,"G",4414,22,"SANDISFIELD","MA","BERKSHIRE"
"01256","SAVOY, MA",,"G",12,"G",132,"G",580,5,"SAVOY","MA","BERKSHIRE"
"01257","SHEFFIELD, MA",,"G",903,"H",9089,"H",41982,110,"SHEFFIELD","MA","BERKSHIRE"
"01258","SOUTH EGREMONT, MA",,"G",283,"G",1344,"G",5029,38,"SOUTH EGREMONT","MA","BERKSHIRE"
"01259","SOUTHFIELD, MA","B","S",0,"S",0,"G",2843,23,"SOUTHFIELD","MA","BERKSHIRE"
"01260","SOUTH LEE, MA",,"G",821,"H",10887,"H",37659,15,"SOUTH LEE","MA","BERKSHIRE"
"01262","STOCKBRIDGE, MA",,"G",925,"G",8248,"G",35727,81,"STOCKBRIDGE","MA","BERKSHIRE"
"01264","TYRINGHAM, MA","A","D",0,"D",0,"D",0,2,"TYRINGHAM","MA","BERKSHIRE"
"01266","WEST STOCKBRIDGE, MA",,"G",147,"G",1043,"G",5986,56,"WEST STOCKBRIDGE","MA","BERKSHIRE"
"01267","WILLIAMSTOWN, MA",,"G",3514,"G",35505,"G",160045,221,"WILLIAMSTOWN","MA","BERKSHIRE"
"01270","WINDSOR, MA",,"G",18,"G",139,"G",787,8,"WINDSOR","MA","BERKSHIRE"
"01301","GREENFIELD, MA",,"G",8101,"G",59478,"G",254945,553,"GREENFIELD","MA","FRANKLIN"
"01302","GREENFIELD, MA",,"G",494,"G",6446,"G",26458,27,"GREENFIELD","MA","FRANKLIN"
"01330","ASHFIELD, MA",,"G",142,"G",740,"G",3795,35,"ASHFIELD","MA","FRANKLIN"
"01331","ATHOL, MA",,"H",3032,"H",25478,"H",107129,205,"ATHOL","MA","WORCESTER"
"01337","BERNARDSTON, MA",,"G",305,"G",1725,"G",9707,48,"BERNARDSTON","MA","FRANKLIN"
"01338","BUCKLAND, MA","C","S",0,"H",596,"H",3208,11,"BUCKLAND","MA","FRANKLIN"
"01339","CHARLEMONT, MA",,"G",253,"G",1231,"G",4741,32,"CHARLEMONT","MA","FRANKLIN"
"01340","COLRAIN, MA","C","S",0,"S",0,"H",3452,18,"COLRAIN","MA","FRANKLIN"
"01341","CONWAY, MA",,"H",112,"H",846,"H",3688,25,"CONWAY","MA","FRANKLIN"
"01342","DEERFIELD, MA",,"G",831,"G",7289,"G",30323,29,"DEERFIELD","MA","FRANKLIN"
"01343","DRURY, MA","A","D",0,"D",0,"D",0,1,"DRURY","MA","BERKSHIRE"
"01344","ERVING, MA","C","D",0,"D",0,"D",0,13,"ERVING","MA","FRANKLIN"
"01346","HEATH, MA",,"G",8,"G",50,"G",222,4,"HEATH","MA","FRANKLIN"
"01347","LAKE PLEASANT, MA","A","D",0,"D",0,"D",0,1,"LAKE PLEASANT","MA","FRANKLIN"
"01349","MILLERS FALLS, MA",,"G",56,"G",193,"G",730,8,"MILLERS FALLS","MA","FRANKLIN"
"01350","MONROE BRIDGE, MA","A","D",0,"D",0,"D",0,2,"MONROE BRIDGE","MA","FRANKLIN"
"01351","MONTAGUE, MA",,"G",121,"G",719,"G",3561,32,"MONTAGUE","MA","FRANKLIN"
"01354","GILL, MA",,"G",92,"G",531,"G",2564,21,"GILL","MA","FRANKLIN"
"01355","NEW SALEM, MA","B","S",0,"S",0,"H",1880,17,"NEW SALEM","MA","FRANKLIN"
"01360","NORTHFIELD, MA",,"H",663,"G",6967,"G",29162,44,"NORTHFIELD","MA","FRANKLIN"
"01364","ORANGE, MA",,"G",1298,"H",9647,"H",41657,133,"ORANGE","MA","FRANKLIN"
"01366","PETERSHAM, MA",,"G",71,"G",450,"G",1954,26,"PETERSHAM","MA","WORCESTER"
"01367","ROWE, MA",,"G",94,"G",1045,"G",4345,8,"ROWE","MA","FRANKLIN"
"01368","ROYALSTON, MA","B","S",0,"H",104,"H",620,10,"ROYALSTON","MA","WORCESTER"
"01370","SHELBURNE FALLS, MA",,"G",719,"G",3789,"G",16223,120,"SHELBURNE FALLS","MA","FRANKLIN"
"01373","SOUTH DEERFIELD, MA",,"G",2915,"G",38780,"G",137091,144,"SOUTH DEERFIELD","MA","FRANKLIN"
"01375","SUNDERLAND, MA",,"G",490,"G",4163,"G",24426,51,"SUNDERLAND","MA","FRANKLIN"
"01376","TURNERS FALLS, MA",,"G",1744,"G",14779,"G",63169,106,"TURNERS FALLS","MA","FRANKLIN"
"01378","WARWICK, MA","A","D",0,"D",0,"D",0,2,"WARWICK","MA","FRANKLIN"
"01379","WENDELL, MA",,"G",19,"G",48,"G",201,10,"WENDELL","MA","FRANKLIN"
"01380","WENDELL DEPOT, MA","A","D",0,"D",0,"D",0,2,"WENDELL DEPOT","MA","FRANKLIN"
"01420","FITCHBURG, MA",,"G",9886,"G",78568,"G",338999,767,"FITCHBURG","MA","WORCESTER"
"01430","ASHBURNHAM, MA",,"G",689,"H",5149,"H",22448,91,"ASHBURNHAM","MA","WORCESTER"
"01431","ASHBY, MA",,"G",116,"G",1042,"G",4693,53,"ASHBY","MA","MIDDLESEX"
"01432","AYER, MA",,"G",4698,"G",48303,"G",207970,237,"AYER","MA","MIDDLESEX"
"01434","DEVENS, MA",,"G",2445,"H",55915,"H",200500,65,"DEVENS","MA","MIDDLESEX"
"01436","BALDWINVILLE, MA","F","D",0,"D",0,"D",0,30,"BALDWINVILLE","MA","WORCESTER"
"01438","EAST TEMPLETON, MA","C","D",0,"D",0,"D",0,21,"EAST TEMPLETON","MA","WORCESTER"
"01440","GARDNER, MA",,"G",6235,"G",50299,"G",213875,407,"GARDNER","MA","WORCESTER"
"01441","WESTMINSTER, MA","F","D",0,"D",0,"D",0,5,"WESTMINSTER","MA","WORCESTER"
"01450","GROTON, MA",,"G",1531,"G",12233,"G",55646,203,"GROTON","MA","MIDDLESEX"
"01451","HARVARD, MA",,"H",684,"G",7744,"G",37569,149,"HARVARD","MA","WORCESTER"
"01452","HUBBARDSTON, MA",,"G",333,"G",1967,"G",9058,50,"HUBBARDSTON","MA","WORCESTER"
"01453","LEOMINSTER, MA",,"G",16556,"G",135892,"G",572569,1089,"LEOMINSTER","MA","WORCESTER"
"01460","LITTLETON, MA",,"G",4258,"G",62813,"G",250427,305,"LITTLETON","MA","MIDDLESEX"
"01462","LUNENBURG, MA",,"G",1768,"G",14158,"G",61441,199,"LUNENBURG","MA","WORCESTER"
"01463","PEPPERELL, MA",,"G",1111,"G",9099,"G",43628,212,"PEPPERELL","MA","MIDDLESEX"
"01464","SHIRLEY, MA",,"H",1132,"H",9274,"H",41283,112,"SHIRLEY","MA","MIDDLESEX"
"01467","STILL RIVER, MA","B","S",0,"G",109,"G",588,8,"STILL RIVER","MA","WORCESTER"
"01468","TEMPLETON, MA",,"H",238,"G",1851,"G",8943,47,"TEMPLETON","MA","WORCESTER"
"01469","TOWNSEND, MA",,"G",1091,"G",11705,"G",48123,120,"TOWNSEND","MA","MIDDLESEX"
"01470","GROTON, MA","A","D",0,"D",0,"D",0,1,"GROTON","MA","MIDDLESEX"
"01471","GROTON, MA","E","D",0,"D",0,"D",0,6,"GROTON","MA","MIDDLESEX"
"01472","WEST GROTON, MA",,"G",313,"G",3192,"G",13497,11,"WEST GROTON","MA","MIDDLESEX"
"01473","WESTMINSTER, MA",,"G",1401,"G",14466,"G",59324,158,"WESTMINSTER","MA","WORCESTER"
"01474","WEST TOWNSEND, MA",,"H",208,"H",1344,"H",5541,25,"WEST TOWNSEND","MA","MIDDLESEX"
"01475","WINCHENDON, MA",,"G",1136,"G",6616,"G",28768,151,"WINCHENDON","MA","WORCESTER"
"01477","WINCHENDON SPRINGS, MA","B","D",0,"D",0,"D",0,3,"WINCHENDON SPRINGS","MA","WORCESTER"
"01501","AUBURN, MA",,"G",10300,"G",89240,"G",384283,566,"AUBURN","MA","WORCESTER"
"01503","BERLIN, MA",,"H",318,"G",2078,"G",11177,73,"BERLIN","MA","WORCESTER"
"01504","BLACKSTONE, MA",,"G",794,"G",5706,"G",24192,125,"BLACKSTONE","MA","WORCESTER"
"01505","BOYLSTON, MA",,"G",1126,"G",11097,"G",53454,121,"BOYLSTON","MA","WORCESTER"
"01506","BROOKFIELD, MA",,"G",334,"G",1816,"G",8209,46,"BROOKFIELD","MA","WORCESTER"
"01507","CHARLTON, MA",,"G",2842,"G",29918,"G",133524,228,"CHARLTON","MA","WORCESTER"
"01508","CHARLTON CITY, MA",,"H",409,"G",1297,"G",6111,30,"CHARLTON CITY","MA","WORCESTER"
"01509","CHARLTON DEPOT, MA",,"G",3,"S",0,"G",362,3,"CHARLTON DEPOT","MA","WORCESTER"
"01510","CLINTON, MA",,"G",3504,"G",33125,"G",145931,260,"CLINTON","MA","WORCESTER"
"01515","EAST BROOKFIELD, MA",,"H",257,"H",1503,"H",7233,44,"EAST BROOKFIELD","MA","WORCESTER"
"01516","DOUGLAS, MA",,"G",515,"G",4062,"G",20946,115,"DOUGLAS","MA","WORCESTER"
"01518","FISKDALE, MA",,"G",423,"G",3627,"G",14977,61,"FISKDALE","MA","WORCESTER"
"01519","GRAFTON, MA","G","D",0,"D",0,"D",0,94,"GRAFTON","MA","WORCESTER"
"01520","HOLDEN, MA",,"G",2530,"G",22450,"G",98137,269,"HOLDEN","MA","WORCESTER"
"01521","HOLLAND, MA",,"G",87,"G",561,"G",2367,21,"HOLLAND","MA","HAMPDEN"
"01522","JEFFERSON, MA","C","S",0,"G",597,"G",3359,30,"JEFFERSON","MA","WORCESTER"
"01523","LANCASTER, MA",,"G",1772,"G",17568,"G",70076,105,"LANCASTER","MA","WORCESTER"
"01524","LEICESTER, MA",,"G",1208,"G",7300,"G",31383,105,"LEICESTER","MA","WORCESTER"
"01525","LINWOOD, MA",,"G",258,"G",2537,"G",11035,25,"LINWOOD","MA","WORCESTER"
"01526","MANCHAUG, MA",,"G",74,"G",563,"G",2487,13,"MANCHAUG","MA","WORCESTER"
"01527","MILLBURY, MA",,"G",4570,"G",33399,"G",147565,274,"MILLBURY","MA","WORCESTER"
"01529","MILLVILLE, MA",,"G",79,"G",453,"G",2049,28,"MILLVILLE","MA","WORCESTER"
"01531","NEW BRAINTREE, MA",,"G",37,"G",136,"G",994,17,"NEW BRAINTREE","MA","WORCESTER"
"01532","NORTHBOROUGH, MA",,"G",6147,"G",67147,"G",281661,447,"NORTHBOROUGH","MA","WORCESTER"
"01534","NORTHBRIDGE, MA",,"G",690,"G",5356,"G",22789,55,"NORTHBRIDGE","MA","WORCESTER"
"01535","NORTH BROOKFIELD, MA",,"G",827,"G",7177,"G",29308,76,"NORTH BROOKFIELD","MA","WORCESTER"
"01536","NORTH GRAFTON, MA",,"G",1755,"H",19548,"H",88884,144,"NORTH GRAFTON","MA","WORCESTER"
"01537","NORTH OXFORD, MA",,"H",615,"G",5595,"G",25216,53,"NORTH OXFORD","MA","WORCESTER"
"01538","NORTH UXBRIDGE, MA","C","S",0,"S",0,"H",2810,17,"NORTH UXBRIDGE","MA","WORCESTER"
"01540","OXFORD, MA",,"G",3131,"H",41145,"H",147789,215,"OXFORD","MA","WORCESTER"
"01541","PRINCETON, MA",,"G",1119,"G",3878,"G",15316,69,"PRINCETON","MA","WORCESTER"
"01542","ROCHDALE, MA",,"G",455,"G",4633,"G",21559,34,"ROCHDALE","MA","WORCESTER"
"01543","RUTLAND, MA",,"G",809,"G",5498,"G",26026,111,"RUTLAND","MA","WORCESTER"
"01545","SHREWSBURY, MA",,"G",9736,"G",92554,"G",410500,780,"SHREWSBURY","MA","WORCESTER"
"01546","SHREWSBURY, MA","A","D",0,"D",0,"D",0,1,"SHREWSBURY","MA","WORCESTER"
"01550","SOUTHBRIDGE, MA",,"G",4678,"G",44416,"G",183133,348,"SOUTHBRIDGE","MA","WORCESTER"
"01560","SOUTH GRAFTON, MA",,"H",283,"H",2495,"H",12549,57,"SOUTH GRAFTON","MA","WORCESTER"
"01561","SOUTH LANCASTER, MA",,"G",898,"G",6444,"G",24127,32,"SOUTH LANCASTER","MA","WORCESTER"
"01562","SPENCER, MA",,"H",2695,"H",26150,"H",107154,216,"SPENCER","MA","WORCESTER"
"01564","STERLING, MA",,"G",1811,"G",17058,"G",77736,180,"STERLING","MA","WORCESTER"
"01566","STURBRIDGE, MA",,"G",3631,"G",24274,"G",103024,234,"STURBRIDGE","MA","WORCESTER"
"01568","UPTON, MA",,"G",644,"G",5288,"G",27126,155,"UPTON","MA","WORCESTER"
"01569","UXBRIDGE, MA",,"G",2894,"G",25781,"G",117896,249,"UXBRIDGE","MA","WORCESTER"
"01570","WEBSTER, MA",,"G",6078,"H",59664,"H",230102,363,"WEBSTER","MA","WORCESTER"
"01571","DUDLEY, MA",,"G",2277,"G",18385,"G",79378,161,"DUDLEY","MA","WORCESTER"
"01580","WESTBOROUGH, MA",,"G",145,"G",2125,"G",7900,9,"WESTBOROUGH","MA","WORCESTER"
"01581","WESTBOROUGH, MA",,"G",21763,"G",319269,"G",1428605,887,"WESTBOROUGH","MA","WORCESTER"
"01582","WESTBOROUGH, MA",,"G",40,"G",758,"G",2486,4,"WESTBOROUGH","MA","WORCESTER"
"01583","WEST BOYLSTON, MA",,"G",2389,"G",20459,"G",90757,238,"WEST BOYLSTON","MA","WORCESTER"
"01585","WEST BROOKFIELD, MA",,"G",713,"G",5723,"G",24003,80,"WEST BROOKFIELD","MA","WORCESTER"
"01588","WHITINSVILLE, MA",,"H",2918,"H",23405,"H",100646,209,"WHITINSVILLE","MA","WORCESTER"
"01590","SUTTON, MA",,"G",1794,"G",15912,"G",71624,151,"SUTTON","MA","WORCESTER"
"01601","WORCESTER, MA",,"G",274,"G",2343,"G",10255,14,"WORCESTER","MA","WORCESTER"
"01602","WORCESTER, MA",,"G",2596,"G",18662,"G",84142,283,"WORCESTER","MA","WORCESTER"
"01603","WORCESTER, MA",,"G",6338,"G",51410,"G",214505,381,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA",,"G",10279,"G",92093,"G",398435,678,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA",,"H",25090,"H",379022,"H",1524113,565,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA",,"G",9136,"G",105215,"G",427345,445,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA",,"G",2419,"G",20932,"G",88361,130,"WORCESTER","MA","WORCESTER"
